Tag_Number,Release_Da,Latitude_bad,Longitude_bad,Species_Na,Length,Weight,Latitude_F,Longitude_
A590993,4/1/17,34.41S,150.59E,DOLPHINFISH,64,5,-34.66666667,151
D006841,3/1/09,34.41S,150.59E,DOLPHINFISH,49,1.5,-34.66666667,151
S165754,1/9/00,33.14S,151.42E,STRIPED MARLIN,280,80,-33.25,151.6666667
S177790,12/19/04,33.27S,151.40E,YELLOWFIN TUNA,0,4,-33.41666667,151.6666667
B172086,1/18/21,33.39S,151.29E,STRIPED MARLIN,230,70,-33.66666667,151.5
S180872,2/26/05,34.40S,151.09E,STRIPED MARLIN,160,70,-34.66666667,151.1666667
A518490,9/19/10,34.36S,151.16E,ALBACORE,80,8,-34.58333333,151.25
S145519,1/15/05,34.26S,151.14E,MAKO SHARK,180,60,-34.41666667,151.25
B026515,2/9/18,34.26S,150.58E,BLACK MARLIN,0,70,-34.41666667,151
B144876,2/15/18,34.26S,150.56E,BLACK MARLIN,0,85,-34.41666667,150.9166667
S198505,4/20/03,34.32S,150.53E,HAMMERHEAD SHARK,100,12,-34.5,150.9166667
A504661,10/18/08,34.47S,151.10E,ALBACORE,0,3,-34.75,151.1666667
A506181,4/6/15,34.47S,151.10E,DOLPHINFISH,68,0,-34.75,151.1666667
B102926,1/6/15,34.45S,150.58E,BLACK MARLIN,0,100,-34.75,151
S172702,9/15/01,34.35S,151.05E,MAKO SHARK,190,70,-34.58333333,151.0833333
S174413,10/22/00,34.35S,151.05E,MAKO SHARK,110,35,-34.58333333,151.0833333
A377191,4/3/03,34.40S,151.09E,DOLPHINFISH,55,3,-34.66666667,151.1666667
B160936,2/27/21,34.19S,151.33E,BLACK MARLIN,170,60,-34.33333333,151.5833333
A467017,11/13/06,34.22S,151.24E,YELLOWFIN TUNA,150,17,-34.33333333,151.4166667
A339430,9/19/09,34.18S,151.30E,ALBACORE,70,8,-34.33333333,151.5
A469038,11/12/06,34.24S,151.23E,YELLOWFIN TUNA,85,10,-34.41666667,151.4166667
S230126,9/19/09,34.24S,151.27E,BLUE SHARK,0,60,-34.41666667,151.4166667
B173388,1/4/21,34.46S,151.18E,STRIPED MARLIN,0,60,-34.75,151.3333333
D011566,4/1/16,33.59S,151.26E,DOLPHINFISH,65,2,-34,151.4166667
S178796,3/19/00,34.00S,151.27E,TIGER SHARK,0,50,-34,151.4166667
S179790,9/18/04,34.02S,151.32E,MAKO SHARK,160,40,-34,151.5
B001246,4/18/04,33.58S,151.33E,BLUE MARLIN,250,120,-34,151.5833333
S165224,1/10/04,34.00S,151.34E,STRIPED MARLIN,0,80,-34,151.5833333
A367700,3/22/01,34.04S,151.30E,DOLPHINFISH,0,1,-34.08333333,151.5
A175673,3/28/09,34.06S,151.24E,DOLPHINFISH,55,1.5,-34.08333333,151.4166667
A588066,3/29/19,34.06S,151.24E,DOLPHINFISH,60.5,0,-34.08333333,151.4166667
S118290,3/5/00,34.04S,151.14E,BLACK MARLIN,180,70,-34.08333333,151.25
S178870,10/6/02,34.04S,151.22E,MAKO SHARK,180,70,-34.08333333,151.3333333
A467651,4/6/13,33.59S,151.21E,DOLPHINFISH,65,0,-34,151.3333333
A651290,11/23/20,33.59S,151.20E,DOLPHINFISH,95,5,-34,151.3333333
B098986,1/2/16,33.04S,152.33E,STRIPED MARLIN,230,85,-33.08333333,152.5833333
B028415,3/28/09,33.03S,152.24E,STRIPED MARLIN,0,75,-33.08333333,152.4166667
B041624,3/4/10,33.05S,152.25E,BLACK MARLIN,220,80,-33.08333333,152.4166667
B067781,3/19/11,33.04S,152.23E,BLACK MARLIN,0,90,-33.08333333,152.4166667
B093330,2/10/14,33.03S,152.25E,BLACK MARLIN,170,50,-33.08333333,152.4166667
B095333,3/25/16,33.06S,152.26E,BLUE MARLIN,215,80,-33.08333333,152.4166667
B109090,1/2/16,33.05S,152.23E,STRIPED MARLIN,0,80,-33.08333333,152.4166667
A552282,11/25/11,35.12S,150.58E,YELLOWFIN TUNA,75,7,-35.16666667,151
B028671,4/15/11,35.08S,151.02E,STRIPED MARLIN,240,85,-35.16666667,151
B148488,4/12/19,35.08S,151.02E,STRIPED MARLIN,0,70,-35.16666667,151
B166102,3/1/21,35.08S,151.02E,STRIPED MARLIN,0,70,-35.16666667,151
A380603,2/5/00,33.05S,151.39E,HAMMERHEAD SHARK,50,2,-33.08333333,151.6666667
S175770,2/11/00,33.05S,151.38E,WHALER SHARK,140,8,-33.08333333,151.6666667
S254911,7/31/22,34.58S,151.50E,MAKO SHARK,180,65,-35,151.8333333
A379007,2/10/01,33.06S,152.07E,DOLPHINFISH,40,1,-33.08333333,152.0833333
A379660,2/16/02,33.06S,152.07E,DOLPHINFISH,60,1,-33.08333333,152.0833333
B095773,1/17/15,35.11S,150.57E,BLACK MARLIN,230,100,-35.16666667,150.9166667
B162787,1/31/22,35.11S,150.57E,STRIPED MARLIN,235,90,-35.16666667,150.9166667
A483668,11/25/11,35.08S,151.02E,YELLOWFIN TUNA,80,10,-35.16666667,151
A504894,11/9/08,35.11S,151.03E,ALBACORE,50,2,-35.16666667,151.0833333
B054682,4/9/11,35.11S,151.03E,BLUE MARLIN,300,275,-35.16666667,151.0833333
D011363,11/9/08,35.11S,151.03E,ALBACORE,0,5,-35.16666667,151.0833333
S165625,11/23/02,35.11S,151.03E,MAKO SHARK,240,80,-35.16666667,151.0833333
S210315,1/2/06,35.11S,151.03E,HAMMERHEAD SHARK,110,12,-35.16666667,151.0833333
B139622,2/24/18,33.61S,152.23E,STRIPED MARLIN,0,90,-34,152.4166667
B130880,2/10/18,35.05S,151.00E,STRIPED MARLIN,225,70,-35.08333333,151
A335049,6/1/07,35.11S,151.03E,YELLOWFIN TUNA,0,20,-35.16666667,151.0833333
A343697,11/12/00,35.11S,151.03E,ALBACORE,50,4,-35.16666667,151.0833333
A390167,4/24/05,35.11S,151.03E,YELLOWFIN TUNA,60,6,-35.16666667,151.0833333
A463927,11/12/06,35.11S,151.03E,YELLOWFIN TUNA,0,8,-35.16666667,151.0833333
A465536,11/25/07,35.11S,151.03E,YELLOWFIN TUNA,0,0,-35.16666667,151.0833333
B026474,2/3/08,33.04S,152.28E,STRIPED MARLIN,150,50,-33.08333333,152.5
S173569,3/1/05,33.04S,152.28E,BLACK MARLIN,0,40,-33.08333333,152.5
A437132,11/13/05,35.01S,150.51E,YELLOWFIN TUNA,70,10,-35,150.8333333
A492267,4/12/08,35.06S,150.49E,LONGTAIL TUNA,92,12,-35.08333333,150.8333333
A368200,11/24/01,35.06S,150.59E,YELLOWFIN TUNA,50,5,-35.08333333,151
B070439,3/4/21,35.05S,151.00E,STRIPED MARLIN,200,70,-35.08333333,151
S162863,12/10/05,34.50S,151.15E,YELLOWFIN TUNA,90,20,-34.83333333,151.25
A438872,11/24/06,35.07S,151.35E,YELLOWFIN TUNA,70,6,-35.08333333,151.5833333
B166426,1/9/21,33.12S,152.16E,STRIPED MARLIN,160,50,-33.16666667,152.25
B040579,3/30/08,33.15S,152.20E,STRIPED MARLIN,210,75,-33.25,152.3333333
B015898,2/5/06,33.04S,152.28E,BLACK MARLIN,0,35,-33.08333333,152.5
B025378,2/10/07,33.04S,152.28E,STRIPED MARLIN,0,90,-33.08333333,152.5
S239488,1/26/12,34.57S,150.56E,WHALER SHARK,250,80,-34.91666667,150.9166667
S280158,3/4/23,34.56S,150.55E,WHALER SHARK,0,60,-34.91666667,150.9166667
A442250,8/27/06,34.57S,151.05E,YELLOWFIN TUNA,120,35,-34.91666667,151.0833333
B034949,3/28/10,34.54S,151.03E,STRIPED MARLIN,220,70,-34.91666667,151.0833333
S131363,8/26/06,34.57S,151.05E,MAKO SHARK,240,120,-34.91666667,151.0833333
S211878,4/3/05,34.56S,151.04E,STRIPED MARLIN,200,55,-34.91666667,151.0833333
A508668,4/10/10,33.55S,151.55E,YELLOWFIN TUNA,0,24,-33.91666667,151.9166667
B091285,3/28/16,34.56S,150.55E,STRIPED MARLIN,280,100,-34.91666667,150.9166667
B124202,3/9/18,34.56S,150.55E,BLACK MARLIN,220,100,-34.91666667,150.9166667
S181058,1/21/03,34.57S,150.56E,WHALER SHARK,130,50,-34.91666667,150.9166667
S212189,2/21/09,34.57S,150.56E,HAMMERHEAD SHARK,0,40,-34.91666667,150.9166667
S221246,4/5/13,34.57S,150.56E,WHALER SHARK,200,100,-34.91666667,150.9166667
B034706,3/21/10,33.21S,152.04E,STRIPED MARLIN,0,65,-33.33333333,152.0833333
B102867,3/24/16,33.20S,152.06E,BLUE MARLIN,230,120,-33.33333333,152.0833333
S204981,4/25/04,33.42S,152.12E,DOLPHINFISH,0,0,-33.66666667,152.1666667
A463244,3/18/06,33.41S,152.00E,YELLOWFIN TUNA,70,18,-33.66666667,152
B036772,4/18/10,33.44S,151.59E,BLUE MARLIN,0,120,-33.75,152
B059566,4/18/15,33.48S,151.53E,STRIPED MARLIN,0,90,-33.83333333,151.9166667
A374832,8/12/06,34.02S,151.39E,YELLOWFIN TUNA,100,30,-34,151.6666667
A395661,12/4/05,34.02S,151.39E,YELLOWFIN TUNA,0,3,-34,151.6666667
A449774,12/4/05,34.02S,151.39E,YELLOWFIN TUNA,0,6,-34,151.6666667
B104789,3/26/15,34.02S,151.39E,BLUE MARLIN,25,110,-34,151.6666667
S136503,1/3/00,33.22S,152.08E,STRIPED MARLIN,0,70,-33.33333333,152.1666667
B044519,3/20/10,33.13S,152.15E,BLUE MARLIN,0,125,-33.25,152.25
A393213,10/20/02,33.44S,151.44E,SHORTBILL SPEARFISH,0,15,-33.75,151.75
A520892,4/11/10,34.02S,151.46E,YELLOWFIN TUNA,70,6,-34,151.75
B056156,4/9/10,33.59S,151.44E,STRIPED MARLIN,0,40,-34,151.75
B002910,12/30/05,33.48S,151.44E,STRIPED MARLIN,0,55,-33.83333333,151.75
B103306,4/5/14,33.48S,151.40E,STRIPED MARLIN,0,100,-33.83333333,151.6666667
B102609,2/2/15,33.53S,151.38E,STRIPED MARLIN,0,0,-33.91666667,151.6666667
S245501,7/30/11,33.49S,151.23E,MAKO SHARK,125,15,-33.83333333,151.4166667
S162433,1/23/00,33.44S,151.23E,STRIPED MARLIN,180,60,-33.75,151.4166667
A510914,2/1/09,33.10S,151.48E,DOLPHINFISH,20,0.5,-33.16666667,151.8333333
S150983,2/4/00,33.29S,151.48E,STRIPED MARLIN,250,65,-33.5,151.8333333
B073662,4/7/13,33.42S,151.44E,BLACK MARLIN,225,100,-33.66666667,151.75
S177836,8/4/01,33.44S,151.39E,MAKO SHARK,0,8,-33.75,151.6666667
B027230,1/2/10,33.56S,151.29E,STRIPED MARLIN,210,70,-33.91666667,151.5
S165276,6/10/00,33.56S,151.28E,MAKO SHARK,90,10,-33.91666667,151.5
S196383,4/16/05,33.55S,151.28E,DOLPHINFISH,45,0.5,-33.91666667,151.5
A356722,3/29/02,33.57S,151.23E,DOLPHINFISH,0,2,-33.91666667,151.4166667
S225698,12/17/06,33.54S,151.25E,WAHOO,70,6,-33.91666667,151.4166667
B135581,6/12/19,33.50S,151.22E,BROADBILL SWORDFISH,83,5,-33.83333333,151.3333333
S226300,3/18/06,33.34S,151.21E,MAKO SHARK,120,45,-33.58333333,151.3333333
A572973,1/11/14,33.27S,151.30E,DOLPHINFISH,55,1.5,-33.41666667,151.5
A469507,4/5/09,33.37S,151.33E,DOLPHINFISH,60,2,-33.58333333,151.5833333
B001969,4/12/04,33.34S,151.37E,STRIPED MARLIN,0,80,-33.58333333,151.5833333
A524497,1/18/14,33.36S,151.26E,DOLPHINFISH,50,1,-33.58333333,151.4166667
A376955,1/26/00,33.56S,151.28E,STRIPED MARLIN,0,60,-33.91666667,151.5
S194486,1/26/03,34.32S,150.53E,HAMMERHEAD SHARK,100,5,-34.5,150.9166667
A613377,2/12/17,34.33S,151.00E,DOLPHINFISH,48,1,-34.58333333,151
A665926,3/20/22,34.33S,151.00E,DOLPHINFISH,71,2,-34.58333333,151
B117152,2/21/16,34.36S,151.02E,STRIPED MARLIN,0,60,-34.58333333,151
A549465,4/11/19,34.41S,150.59E,DOLPHINFISH,68,0,-34.66666667,151
S187612,3/20/05,33.34S,151.20E,DOLPHINFISH,60,0.75,-33.58333333,151.3333333
S176029,7/8/00,34.47S,151.11E,MAKO SHARK,0,65,-34.75,151.1666667
S243959,10/1/11,34.46S,151.10E,MAKO SHARK,210,100,-34.75,151.1666667
B070058,3/9/14,34.46S,151.04E,BLACK MARLIN,210,60,-34.75,151.0833333
S171945,9/16/00,34.25S,151.18E,YELLOWFIN TUNA,100,25,-34.41666667,151.3333333
B049222,1/21/12,34.18S,151.02E,BLACK MARLIN,225,110,-34.33333333,151
S158735,1/28/00,34.26S,150.54E,BLACK MARLIN,0,50,-34.41666667,150.9166667
B139102,3/24/18,34.05S,151.44E,STRIPED MARLIN,210,70,-34.08333333,151.75
B135826,12/28/17,34.46S,151.40E,BLUE MARLIN,280,220,-34.75,151.6666667
S256685,10/13/19,34.40S,151.26E,BLUE SHARK,160,90,-34.66666667,151.4166667
A432228,10/18/08,34.47S,151.10E,ALBACORE,0,3,-34.75,151.1666667
A478966,11/3/07,34.47S,151.11E,YELLOWFIN TUNA,0,7,-34.75,151.1666667
B000661,12/28/07,34.46S,151.11E,STRIPED MARLIN,235,85,-34.75,151.1666667
A662733,1/13/22,33.59S,151.20E,DOLPHINFISH,60,2,-34,151.3333333
D000834,3/20/04,34.00S,151.25E,DOLPHINFISH,65,1.7,-34,151.4166667
B121543,4/16/16,34.02S,151.31E,STRIPED MARLIN,220,75,-34,151.5
S189558,11/25/07,34.00S,151.35E,YELLOWFIN TUNA,0,8,-34,151.5833333
S219566,2/11/06,34.05S,151.28E,TIGER SHARK,120,50,-34.08333333,151.5
S233892,8/1/09,34.09S,151.36E,BLUE SHARK,100,5,-34.16666667,151.5833333
A399061,4/20/02,34.14S,151.10E,DOLPHINFISH,60,2,-34.25,151.1666667
A455895,11/12/06,34.22S,151.22E,YELLOWFIN TUNA,0,6,-34.33333333,151.3333333
B072356,12/10/11,34.15S,151.21E,STRIPED MARLIN,150,70,-34.25,151.3333333
A405402,1/25/09,34.12S,151.22E,DOLPHINFISH,63,1,-34.16666667,151.3333333
B128080,3/26/17,34.10S,151.23E,STRIPED MARLIN,220,70,-34.16666667,151.4166667
A518575,4/28/12,34.06S,151.24E,DOLPHINFISH,81,0,-34.08333333,151.4166667
B069010,2/22/12,33.03S,152.25E,STRIPED MARLIN,240,100,-33.08333333,152.4166667
B116423,1/2/16,33.04S,152.24E,STRIPED MARLIN,0,100,-33.08333333,152.4166667
B145604,1/6/19,35.08S,151.02E,STRIPED MARLIN,210,60,-35.16666667,151
B158979,4/6/19,35.09S,150.59E,STRIPED MARLIN,0,70,-35.16666667,151
S216438,12/10/05,35.12S,150.58E,YELLOWFIN TUNA,70,8,-35.16666667,151
A462100,2/4/06,33.05S,151.38E,STRIPED MARLIN,180,80,-33.08333333,151.6666667
A612576,2/10/18,33.04S,151.38E,DOLPHINFISH,0,0,-33.08333333,151.6666667
B062436,2/26/15,33.03S,152.26E,BLACK MARLIN,200,70,-33.08333333,152.4166667
S137816,12/28/01,35.11S,151.03E,YELLOWFIN TUNA,75,10,-35.16666667,151.0833333
B112275,2/3/18,35.11S,150.57E,BLACK MARLIN,0,50,-35.16666667,150.9166667
B130078,3/9/18,35.11S,150.57E,STRIPED MARLIN,0,60,-35.16666667,150.9166667
A533357,11/24/12,35.12S,150.59E,ALBACORE,70,5,-35.16666667,151
B073541,3/11/12,35.08S,150.59E,STRIPED MARLIN,250,100,-35.16666667,151
B117488,2/27/20,35.09S,150.59E,BLACK MARLIN,0,90,-35.16666667,151
A502241,11/24/12,35.05S,151.05E,ALBACORE,80,15,-35.08333333,151.0833333
A393065,11/25/05,35.11S,151.03E,YELLOWFIN TUNA,75,4,-35.16666667,151.0833333
A469712,6/24/07,35.11S,151.03E,YELLOWFIN TUNA,100,8,-35.16666667,151.0833333
A479945,11/8/08,35.11S,151.03E,ALBACORE,75,8,-35.16666667,151.0833333
B036540,2/17/08,35.11S,151.03E,BLACK MARLIN,190,70,-35.16666667,151.0833333
B041512,3/20/09,35.11S,151.03E,STRIPED MARLIN,0,120,-35.16666667,151.0833333
S195184,2/6/05,33.04S,152.28E,STRIPED MARLIN,260,75,-33.08333333,152.5
S261241,11/13/16,33.04S,152.28E,TIGER SHARK,170,50,-33.08333333,152.5
A416565,3/21/03,35.01S,150.51E,YELLOWFIN TUNA,0,15,-35,150.8333333
A460519,10/26/08,35.00S,151.02E,YELLOWFIN TUNA,35,2,-35,151
B057068,3/11/14,35.05S,151.01E,STRIPED MARLIN,0,75,-35.08333333,151
B131985,2/11/18,35.03S,151.01E,STRIPED MARLIN,0,80,-35.08333333,151
B082092,12/7/19,33.12S,152.14E,BLUE MARLIN,230,100,-33.16666667,152.25
B121888,2/15/20,33.12S,152.14E,STRIPED MARLIN,0,70,-33.16666667,152.25
B009852,2/5/06,33.11S,152.20E,BLUE MARLIN,0,100,-33.16666667,152.3333333
B059502,3/20/10,33.16S,152.18E,STRIPED MARLIN,0,110,-33.25,152.3333333
B013593,2/11/06,33.04S,152.28E,STRIPED MARLIN,0,90,-33.08333333,152.5
B095263,3/1/14,33.06S,152.30E,BLUE MARLIN,205,80,-33.08333333,152.5
B026449,1/8/11,34.55S,151.06E,STRIPED MARLIN,0,70,-34.91666667,151.0833333
S188826,4/7/02,34.44S,151.70E,DOLPHINFISH,70,2,-34.75,152.1666667
A537652,1/4/14,33.08S,151.59E,YELLOWFIN TUNA,70,5,-33.16666667,152
B073360,1/28/12,33.12S,152.10E,STRIPED MARLIN,0,100,-33.16666667,152.1666667
A363181,1/3/00,33.12S,152.16E,STRIPED MARLIN,170,80,-33.16666667,152.25
A510832,12/5/20,33.12S,152.16E,ALBACORE,85,10,-33.16666667,152.25
S142447,3/11/00,34.57S,150.56E,BLACK MARLIN,0,65,-34.91666667,150.9166667
S158687,3/25/00,34.57S,150.56E,MAKO SHARK,60,5,-34.91666667,150.9166667
S163770,1/15/00,34.57S,150.56E,WHALER SHARK,130,20,-34.91666667,150.9166667
S170490,2/18/01,34.57S,150.56E,WHALER SHARK,180,50,-34.91666667,150.9166667
S225736,3/16/10,34.57S,150.55E,HAMMERHEAD SHARK,0,55,-34.91666667,150.9166667
A394112,2/1/02,34.53S,151.06E,DOLPHINFISH,60,2,-34.91666667,151.0833333
B145449,11/16/19,33.14S,152.13E,BLUE MARLIN,220,90,-33.25,152.25
S175703,1/22/00,33.14S,152.17E,STRIPED MARLIN,295,100,-33.25,152.25
B034771,3/15/08,33.21S,152.06E,STRIPED MARLIN,0,80,-33.33333333,152.0833333
B083956,2/19/14,33.41S,152.08E,BLACK MARLIN,160,25,-33.66666667,152.1666667
B184147,2/25/22,33.33S,151.59E,BLUE MARLIN,0,90,-33.58333333,152
B099160,2/21/17,34.57S,150.56E,BLACK MARLIN,140,25,-34.91666667,150.9166667
S248350,8/9/14,34.02S,151.39E,MAKO SHARK,170,50,-34,151.6666667
S248357,8/5/12,34.02S,151.38E,MAKO SHARK,0,80,-34,151.6666667
S248605,8/31/13,34.02S,151.39E,BLUE SHARK,0,80,-34,151.6666667
B028455,4/6/08,33.18S,152.11E,STRIPED MARLIN,0,90,-33.33333333,152.1666667
b135616,2/19/19,33.22S,152.08E,BLUE MARLIN,210,80,-33.33333333,152.1666667
B178215,1/13/22,33.19S,152.09E,STRIPED MARLIN,0,45,-33.33333333,152.1666667
A395790,11/6/05,34.02S,151.39E,YELLOWFIN TUNA,0,8,-34,151.6666667
A413190,10/20/02,34.00S,151.38E,YELLOWFIN TUNA,75,10,-34,151.6666667
A537461,4/30/11,34.01S,151.39E,DOLPHINFISH,60,1.5,-34,151.6666667
B080767,3/13/13,34.01S,151.40E,BLACK MARLIN,0,30,-34,151.6666667
S165511,8/8/04,34.00S,151.40E,MAKO SHARK,182.88,70,-34,151.6666667
S187378,11/21/04,34.02S,151.39E,YELLOWFIN TUNA,0,5,-34,151.6666667
S238523,4/10/10,33.43S,151.42E,TIGER SHARK,180,100,-33.75,151.6666667
A622753,1/20/19,33.42S,151.48E,DOLPHINFISH,62,1.5,-33.66666667,151.8333333
A464799,9/2/06,34.00S,151.45E,YELLOWFIN TUNA,95,35,-34,151.75
A520984,3/18/12,33.48S,151.45E,DOLPHINFISH,50,1,-33.83333333,151.75
A320642,12/4/05,34.02S,151.39E,YELLOWFIN TUNA,60,5,-34,151.6666667
A320648,12/4/05,34.02S,151.39E,YELLOWFIN TUNA,60,6,-34,151.6666667
S179365,3/29/02,33.48S,151.19E,TIGER SHARK,160,50,-33.83333333,151.3333333
A405590,4/1/01,33.46S,151.25E,DOLPHINFISH,46,0,-33.75,151.4166667
A413508,1/26/02,33.44S,151.23E,DOLPHINFISH,0,2,-33.75,151.4166667
A673469,4/7/23,33.46S,151.24E,DOLPHINFISH,63,2,-33.75,151.4166667
B068308,3/4/14,33.45S,151.23E,STRIPED MARLIN,0,80,-33.75,151.4166667
A341137,1/22/00,33.44S,151.39E,STRIPED MARLIN,200,80,-33.75,151.6666667
D008970,2/12/12,34.37S,150.56E,DOLPHINFISH,66,2.2,-34.58333333,150.9166667
S194981,12/27/03,34.36S,150.55E,HAMMERHEAD SHARK,200,100,-34.58333333,150.9166667
A571671,4/8/18,34.41S,150.59E,DOLPHINFISH,70,3,-34.66666667,151
A533634,4/18/10,33.37S,151.33E,DOLPHINFISH,62,2,-33.58333333,151.5833333
S187282,2/3/02,33.34S,151.33E,STRIPED MARLIN,0,60,-33.58333333,151.5833333
A341131,1/16/00,33.53S,151.29E,STRIPED MARLIN,190,70,-33.91666667,151.5
A376895,4/20/02,34.47S,151.11E,DOLPHINFISH,70,2,-34.75,151.1666667
S215594,10/22/05,34.47S,151.10E,YELLOWFIN TUNA,0,10,-34.75,151.1666667
S224687,11/2/07,34.47S,151.10E,MAKO SHARK,0,90,-34.75,151.1666667
D008976,2/11/12,34.34S,151.03E,DOLPHINFISH,55,1.5,-34.58333333,151.0833333
A439274,4/14/06,34.27S,151.04E,DOLPHINFISH,70,1,-34.41666667,151.0833333
A439281,4/9/05,34.27S,151.04E,DOLPHINFISH,0,3,-34.41666667,151.0833333
S134555,2/12/00,34.00S,151.27E,STRIPED MARLIN,0,90,-34,151.4166667
B060528,3/7/14,34.00S,151.32E,BLACK MARLIN,0,100,-34,151.5
S187370,8/7/05,34.02S,151.32E,MAKO SHARK,0,75,-34,151.5
S191391,8/4/07,34.00S,151.36E,MAKO SHARK,0,60,-34,151.5833333
A413183,11/4/01,34.19S,151.33E,YELLOWFIN TUNA,0,13,-34.33333333,151.5833333
S156091,10/17/08,34.13S,151.29E,MAKO SHARK,200,75,-34.25,151.5
A663780,1/27/22,34.06S,151.24E,DOLPHINFISH,70,0,-34.08333333,151.4166667
D001724,2/12/05,34.04S,151.22E,DOLPHINFISH,70,1,-34.08333333,151.3333333
S205339,5/9/09,34.04S,151.22E,BLUE SHARK,0,0,-34.08333333,151.3333333
A508538,4/5/14,33.59S,151.20E,DOLPHINFISH,65,2,-34,151.3333333
A595382,3/26/23,33.59S,151.26E,DOLPHINFISH,61,0,-34,151.4166667
A595388,3/26/23,33.59S,151.26E,DOLPHINFISH,62,0,-34,151.4166667
A484793,10/12/08,34.13S,151.27E,ALBACORE,70,5,-34.25,151.4166667
A484781,1/26/08,34.06S,151.24E,DOLPHINFISH,100,5,-34.08333333,151.4166667
A559240,1/24/15,34.06S,151.24E,DOLPHINFISH,90,6,-34.08333333,151.4166667
A410870,4/5/14,33.59S,151.22E,DOLPHINFISH,65,2,-34,151.3333333
S122123,3/17/03,34.00S,151.27E,STRIPED MARLIN,0,110,-34,151.4166667
S153003,4/16/00,34.00S,151.27E,MAKO SHARK,180,90,-34,151.4166667
B073326,2/8/15,33.04S,152.24E,BLACK MARLIN,0,90,-33.08333333,152.4166667
B073578,1/11/12,33.04S,152.23E,STRIPED MARLIN,0,40,-33.08333333,152.4166667
B103462,1/27/14,33.04S,152.27E,STRIPED MARLIN,0,0,-33.08333333,152.4166667
S230752,2/12/12,33.04S,152.24E,WHALER SHARK,250,80,-33.08333333,152.4166667
B091711,2/1/14,33.04S,152.34E,BLACK MARLIN,160,60,-33.08333333,152.5833333
B112236,1/1/16,33.05S,152.34E,STRIPED MARLIN,0,80,-33.08333333,152.5833333
A550703,7/16/16,35.10S,151.11E,ALBACORE,83,10,-35.16666667,151.1666667
S176746,4/21/04,33.05S,151.49E,STRIPED MARLIN,215,60,-33.08333333,151.8333333
A521093,2/22/14,33.06S,152.25E,YELLOWFIN TUNA,120,30,-33.08333333,152.4166667
B053206,1/27/10,33.05S,152.26E,BLACK MARLIN,0,65,-33.08333333,152.4166667
B060475,2/20/11,33.05S,152.25E,STRIPED MARLIN,0,70,-33.08333333,152.4166667
B068361,3/1/12,33.03S,152.25E,STRIPED MARLIN,0,75,-33.08333333,152.4166667
B183960,3/18/23,35.11S,150.57E,BLACK MARLIN,200,70,-35.16666667,150.9166667
A402432,11/26/05,35.12S,150.58E,YELLOWFIN TUNA,60,3,-35.16666667,151
B051718,1/9/11,35.09S,150.59E,STRIPED MARLIN,230,80,-35.16666667,151
B075940,2/11/13,35.10S,151.00E,BLACK MARLIN,170,65,-35.16666667,151
B145635,2/26/20,35.09S,150.59E,STRIPED MARLIN,220,80,-35.16666667,151
A492490,11/25/07,35.09S,151.09E,YELLOWFIN TUNA,0,10,-35.16666667,151.1666667
A360512,2/24/01,33.06S,152.07E,BLACK MARLIN,0,100,-33.08333333,152.0833333
A374639,4/16/00,33.05S,152.18E,STRIPED MARLIN,0,70,-33.08333333,152.3333333
B114800,3/10/21,35.11S,150.57E,BLACK MARLIN,180,55,-35.16666667,150.9166667
B159221,1/30/21,35.11S,150.57E,STRIPED MARLIN,235,85,-35.16666667,150.9166667
B159228,1/24/21,35.11S,150.57E,STRIPED MARLIN,0,60,-35.16666667,150.9166667
B176812,2/9/22,35.11S,150.57E,STRIPED MARLIN,0,0,-35.16666667,150.9166667
B013623,3/16/06,35.11S,151.03E,STRIPED MARLIN,0,95,-35.16666667,151.0833333
B024245,1/6/08,35.11S,151.03E,STRIPED MARLIN,300,80,-35.16666667,151.0833333
B034154,3/13/08,35.11S,151.03E,STRIPED MARLIN,0,130,-35.16666667,151.0833333
B041561,3/4/11,35.11S,151.03E,STRIPED MARLIN,200,60,-35.16666667,151.0833333
D006921,11/25/06,35.11S,151.03E,YELLOWFIN TUNA,75,8,-35.16666667,151.0833333
S144132,1/3/05,35.11S,151.03E,STRIPED MARLIN,240,70,-35.16666667,151.0833333
A358585,11/25/01,35.11S,151.03E,YELLOWFIN TUNA,80,10,-35.16666667,151.0833333
A376855,11/29/09,35.08S,151.04E,YELLOWFIN TUNA,75,18,-35.16666667,151.0833333
A416071,4/25/02,35.11S,151.03E,DOLPHINFISH,70,2,-35.16666667,151.0833333
A469265,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,80,8,-35.16666667,151.0833333
A469770,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,90,0,-35.16666667,151.0833333
A500039,12/24/07,35.11S,151.03E,YELLOWFIN TUNA,0,0,-35.16666667,151.0833333
B021767,2/16/07,33.04S,152.28E,STRIPED MARLIN,0,0,-33.08333333,152.5
S147315,1/26/06,33.04S,152.28E,STRIPED MARLIN,200,50,-33.08333333,152.5
S177765,3/16/02,33.04S,152.28E,BLUE MARLIN,0,150,-33.08333333,152.5
S219256,2/18/06,33.04S,152.28E,BLACK MARLIN,0,50,-33.08333333,152.5
A466727,10/4/08,35.03S,151.07E,ALBACORE,50,4,-35.08333333,151.0833333
A155061,3/19/05,35.11S,151.03E,DOLPHINFISH,50,1,-35.16666667,151.0833333
