Tag_Number,Release_Da,Latitude,Longitude,Species_Na,Length,Weight,Latitude_F,Longitude_
S243930,2/23/14,34.43S,151.0,HAMMERHEAD SHARK,230.0,50.0,-34.75,151.0000000000001
A594675,3/16/15,35.14S,135.75,SOUTHERN BLUEFIN TUNA,82.0,11.4,-35.25,135.7500000000001
S200717,3/15/03,36.29S,150.25,STRIPED MARLIN,0.0,100.0,-36.5,150.2500000000001
A636812,6/27/19,38.26S,141.33333333,SOUTHERN BLUEFIN TUNA,75.0,8.0,-38.41666667,141.33333333300004
B052140,12/22/12,27.44S,153.5,BLACK MARLIN,180.0,20.0,-27.75,153.5000000000001
S243951,10/15/11,34.24S,150.91666667,MAKO SHARK,0.0,0.0,-34.41666667,150.91666666700007
A584466,3/23/18,35.14S,151.0,YELLOWFIN TUNA,80.0,6.0,-35.25,151.0000000000001
B056027,2/14/15,32.25S,152.58333333,BLACK MARLIN,0.0,20.0,-32.41666667,152.58333333300004
A593531,1/27/20,38.28S,144.16666667,SOUTHERN BLUEFIN TUNA,90.0,18.0,-38.5,144.16666666700007
B057375,2/21/14,20.20S,116.58333333,SAILFISH,210.0,22.0,-20.33333333,116.58333333300004
A180585,7/10/23,21.26S,114.66666667,SAILFISH,195.0,28.0,-21.41666667,114.66666666700007
B011364,1/21/07,27.44S,153.5,BLACK MARLIN,0.0,18.0,-27.75,153.5000000000001
B007930,3/28/15,30.13S,153.5,BLUE MARLIN,230.0,120.0,-30.25,153.5000000000001
C532692,5/7/16,43.15S,148.0,SOUTHERN BLUEFIN TUNA,100.0,18.0,-43.25,148.0000000000001
B135284,1/6/18,27.50S,153.91666667,BLUE MARLIN,220.0,110.0,-27.83333333,153.91666666700007
A546991,3/9/13,41.20S,148.58333333,ALBACORE,70.0,5.0,-41.33333333,148.58333333300004
S208558,7/17/05,17.43S,122.0,SAILFISH,170.0,17.0,-17.75,122.00000000000011
B016870,5/3/07,26.41S,153.33333333,SAILFISH,0.0,20.0,-26.66666667,153.33333333300004
B028401,12/17/08,33.22S,152.16666667,STRIPED MARLIN,0.0,65.0,-33.33333333,152.16666666700007
B022701,5/17/08,32.15S,152.75,STRIPED MARLIN,225.0,75.0,-32.25,152.7500000000001
B151311,2/9/19,36.55S,150.33333333,STRIPED MARLIN,0.0,70.0,-36.91666667,150.33333333300004
A572124,2/16/13,41.19S,148.58333333,ALBACORE,48.0,2.0,-41.33333333,148.58333333300004
A562005,5/5/12,38.22S,140.58333333,SOUTHERN BLUEFIN TUNA,94.0,14.0,-38.33333333,140.58333333300004
S127922,5/21/04,38.11S,140.58333333,BLUE SHARK,160.0,35.0,-38.16666667,140.58333333300004
B057372,2/21/14,20.20S,116.58333333,SAILFISH,175.0,18.0,-20.33333333,116.58333333300004
A416565,3/21/03,35.01S,150.83333333,YELLOWFIN TUNA,0.0,15.0,-35.0,150.83333333300004
S178016,8/15/00,26.32S,153.41666667,SAILFISH,0.0,35.0,-26.5,153.41666666700007
B007396,4/1/06,27.02S,153.58333333,BLUE MARLIN,0.0,100.0,-27.0,153.58333333300004
S176408,9/6/01,34.04S,151.5,MAKO SHARK,310.0,150.0,-34.08333333,151.5000000000001
B016113,4/12/06,32.17S,152.91666667,BLUE MARLIN,260.0,180.0,-32.25,152.91666666700007
B168705,10/28/20,24.59S,153.66666667,BLUE MARLIN,225.0,100.0,-25.0,153.66666666700007
B046686,2/20/12,33.03S,152.41666667,STRIPED MARLIN,230.0,85.0,-33.08333333,152.41666666700007
S177343,3/13/00,36.29S,150.25,STRIPED MARLIN,0.0,90.0,-36.5,150.2500000000001
A620591,6/15/21,43.45S,146.33333333,SOUTHERN BLUEFIN TUNA,80.0,10.0,-43.75,146.33333333300004
A542055,4/7/13,38.23S,140.75,SOUTHERN BLUEFIN TUNA,85.0,14.0,-38.41666667,140.7500000000001
B186930,2/25/23,6.47S,147.91666667,BLUE MARLIN,125.0,30.0,-6.75,147.91666666700007
S209591,2/19/04,27.50S,153.66666667,BLACK MARLIN,0.0,0.0,-27.83333333,153.66666666700007
S185435,10/26/01,26.31S,153.5,BLACK MARLIN,130.0,10.0,-26.5,153.5000000000001
C533869,2/14/09,38.22S,140.58333333,ALBACORE,75.0,10.0,-38.33333333,140.58333333300004
A665672,6/18/22,38.10S,140.66666667,SOUTHERN BLUEFIN TUNA,77.0,9.5,-38.16666667,140.66666666700007
S209582,2/23/05,27.09S,153.66666667,BLACK MARLIN,0.0,25.0,-27.16666667,153.66666666700007
A378406,3/22/01,34.04S,151.5,DOLPHINFISH,0.0,1.0,-34.08333333,151.5000000000001
B040138,2/12/10,32.50S,152.58333333,STRIPED MARLIN,0.0,80.0,-32.83333333,152.58333333300004
D000984,2/22/09,32.42S,152.25,DOLPHINFISH,59.0,0.0,-32.66666667,152.2500000000001
S121850,1/22/00,30.53S,153.08333333,BLACK MARLIN,220.0,55.0,-30.91666667,153.08333333300004
B003044,4/25/05,36.29S,150.25,STRIPED MARLIN,0.0,110.0,-36.5,150.2500000000001
A604961,6/12/16,38.35S,142.16666667,SOUTHERN BLUEFIN TUNA,98.0,13.0,-38.58333333,142.16666666700007
B175082,5/31/23,20.21S,116.58333333,SAILFISH,90.0,6.0,-20.33333333,116.58333333300004
B170188,3/19/20,21.42S,113.08333333,BLUE MARLIN,195.0,70.0,-21.66666667,113.08333333300004
A378402,2/19/00,34.57S,150.91666667,BLACK MARLIN,0.0,60.0,-34.91666667,150.91666666700007
B017335,7/24/06,17.35S,121.91666667,SAILFISH,200.0,20.0,-17.58333333,121.91666666700007
B003040,1/28/05,35.22S,150.83333333,STRIPED MARLIN,0.0,90.0,-35.33333333,150.83333333300004
B046011,10/25/09,14.50S,145.66666667,BLACK MARLIN,0.0,56.82,-14.83333333,145.66666666700007
A604042,5/1/21,38.08S,140.66666667,SOUTHERN BLUEFIN TUNA,70.0,6.0,-38.16666667,140.66666666700007
A604964,6/12/16,38.37S,142.16666667,SOUTHERN BLUEFIN TUNA,90.0,12.0,-38.58333333,142.16666666700007
B021984,3/14/07,35.11S,151.08333333,BLACK MARLIN,0.0,90.0,-35.16666667,151.08333333300004
B150368,7/7/18,27.33S,153.91666667,BLUE MARLIN,235.0,120.0,-27.58333333,153.91666666700007
S211122,8/6/05,34.02S,151.66666667,YELLOWFIN TUNA,0.0,8.0,-34.0,151.66666666700007
B002574,3/2/07,32.55S,152.58333333,STRIPED MARLIN,0.0,70.0,-32.91666667,152.58333333300004
B175917,10/2/22,13.00S,141.41666667,SAILFISH,185.0,17.0,-13.0,141.41666666700007
B046021,10/26/09,14.27S,145.5,BLACK MARLIN,0.0,70.0,-14.41666667,145.5000000000001
S186565,8/24/03,07.04S,147.25,YELLOWFIN TUNA,40.0,2.0,-7.08333333,147.2500000000001
B003490,10/23/20,24.56S,153.66666667,BLUE MARLIN,270.0,220.0,-24.91666667,153.66666666700007
B046689,2/21/12,33.03S,152.41666667,STRIPED MARLIN,240.0,100.0,-33.08333333,152.41666666700007
A563865,10/4/14,20.43S,149.41666667,SPANISH MACKEREL,115.0,12.0,-20.75,149.41666666700007
S127926,4/23/06,38.18S,140.66666667,ALBACORE,0.0,8.0,-38.33333333,140.66666666700007
S193401,1/13/02,35.43S,150.5,STRIPED MARLIN,250.0,75.0,-35.75,150.5000000000001
A416562,5/30/08,35.11S,151.08333333,YELLOWFIN TUNA,80.0,15.0,-35.16666667,151.08333333300004
B147419,3/2/18,32.04S,152.58333333,STRIPED MARLIN,195.0,60.0,-32.08333333,152.58333333300004
A467342,11/4/07,33.54S,151.91666667,YELLOWFIN TUNA,0.0,15.0,-33.91666667,151.91666666700007
B081119,2/25/18,32.43S,152.25,STRIPED MARLIN,220.0,12.0,-32.75,152.2500000000001
A596767,1/12/16,34.50S,134.66666667,SOUTHERN BLUEFIN TUNA,90.0,11.0,-34.83333333,134.66666666700007
A486894,2/16/08,43.06S,148.0,ALBACORE,0.0,3.0,-43.08333333,148.0000000000001
A446502,10/17/04,32.54S,152.58333333,YELLOWFIN TUNA,50.0,3.5,-32.91666667,152.58333333300004
B054148,2/25/12,32.59S,152.5,STRIPED MARLIN,0.0,90.0,-33.0,152.5000000000001
B134201,8/16/18,16.54S,146.16666667,BLACK MARLIN,135.0,20.0,-16.91666667,146.16666666700007
B036797,10/11/08,14.42S,145.66666667,BLACK MARLIN,0.0,50.0,-14.66666667,145.66666666700007
A548243,3/12/11,41.13S,148.58333333,ALBACORE,60.0,3.0,-41.25,148.58333333300004
A440945,3/7/09,27.52S,153.91666667,DOLPHINFISH,100.0,16.0,-27.83333333,153.91666666700007
A459075,4/30/06,37.05S,150.25,YELLOWFIN TUNA,70.0,5.0,-37.08333333,150.2500000000001
A449546,5/4/09,38.18S,140.75,SOUTHERN BLUEFIN TUNA,90.0,16.0,-38.33333333,140.7500000000001
A577187,3/15/16,28.17S,113.58333333,SPANISH MACKEREL,105.0,7.0,-28.25,113.58333333300004
B064521,6/5/10,20.18S,116.66666667,SAILFISH,160.0,15.0,-20.33333333,116.66666666700007
S189353,11/17/01,24.38S,153.25,BLACK MARLIN,0.0,13.0,-24.66666667,153.2500000000001
B048778,11/14/15,24.24S,153.33333333,BLACK MARLIN,120.0,0.0,-24.41666667,153.33333333300004
B122211,3/23/19,26.29S,153.66666667,BLACK MARLIN,180.0,45.0,-26.5,153.66666666700007
B139825,11/26/17,32.53S,152.58333333,BLUE MARLIN,255.0,150.0,-32.91666667,152.58333333300004
A488905,3/21/10,42.24S,148.58333333,ALBACORE,60.0,3.0,-42.41666667,148.58333333300004
A580899,6/22/16,43.14S,147.41666667,SOUTHERN BLUEFIN TUNA,80.0,12.0,-43.25,147.41666666700007
A462611,12/27/06,32.04S,115.25,SOUTHERN BLUEFIN TUNA,45.0,3.0,-32.08333333,115.25000000000011
A436288,12/27/04,27.02S,153.5,COBIA,90.0,10.0,-27.0,153.5000000000001
B048781,12/26/08,27.08S,153.5,BLACK MARLIN,150.0,35.0,-27.16666667,153.5000000000001
B139821,4/10/21,30.03S,153.58333333,BLACK MARLIN,0.0,25.0,-30.08333333,153.58333333300004
A472130,4/10/10,35.22S,136.08333333,SOUTHERN BLUEFIN TUNA,0.0,0.0,-35.33333333,136.08333333300004
B109928,9/1/23,20.46S,149.58333333,SAILFISH,220.0,45.0,-20.75,149.58333333300004
S102132,3/6/02,36.29S,150.25,STRIPED MARLIN,200.0,75.0,-36.5,150.2500000000001
A513947,6/14/15,38.25S,142.25,SOUTHERN BLUEFIN TUNA,91.0,13.0,-38.41666667,142.2500000000001
A610220,3/21/17,28.15S,113.58333333,YELLOWFIN TUNA,69.0,6.0,-28.25,113.58333333300004
A491101,3/7/08,33.04S,152.5,STRIPED MARLIN,270.0,85.0,-33.08333333,152.5000000000001
A234201,2/24/01,32.30S,152.41666667,DOLPHINFISH,0.0,1.0,-32.5,152.41666666700007
A459079,3/18/06,37.06S,150.33333333,YELLOWFIN TUNA,65.0,0.0,-37.08333333,150.33333333300004
B169041,9/19/20,12.50S,129.91666667,SAILFISH,170.0,20.0,-12.83333333,129.91666666700007
A505733,4/10/10,33.56S,151.5,DOLPHINFISH,45.0,2.0,-33.91666667,151.5000000000001
A663780,1/27/22,34.06S,151.41666667,DOLPHINFISH,70.0,0.0,-34.08333333,151.41666666700007
S214374,2/9/11,30.12S,153.25,HAMMERHEAD SHARK,170.0,40.0,-30.16666667,153.2500000000001
A528566,4/18/10,31.55S,115.25,SOUTHERN BLUEFIN TUNA,30.0,2.0,-31.91666667,115.25000000000011
B033268,3/24/10,21.33S,114.25,BLUE MARLIN,180.0,50.0,-21.58333333,114.25000000000011
B108695,12/23/14,26.37S,153.5,BLACK MARLIN,0.0,40.0,-26.58333333,153.5000000000001
B130777,2/5/17,33.23S,152.08333333,BLACK MARLIN,210.0,80.0,-33.41666667,152.08333333300004
S246409,8/2/15,33.47S,151.75,BLUE SHARK,320.0,120.0,-33.75,151.7500000000001
A405562,4/1/01,33.46S,151.41666667,DOLPHINFISH,47.0,0.0,-33.75,151.41666666700007
A486888,2/17/08,43.10S,148.08333333,ALBACORE,40.0,3.0,-43.16666667,148.08333333300004
A449543,4/12/09,38.30S,140.83333333,ALBACORE,100.0,9.0,-38.5,140.83333333300004
B153043,4/21/19,06.46S,147.91666667,BLUE MARLIN,0.0,40.0,-6.75,147.91666666700007
A610217,3/21/17,28.15S,113.58333333,SPANISH MACKEREL,110.0,14.0,-28.25,113.58333333300004
B171643,1/20/21,36.17S,150.33333333,STRIPED MARLIN,210.0,75.0,-36.25,150.33333333300004
A520942,4/11/10,33.31S,151.91666667,DOLPHINFISH,80.0,2.0,-33.5,151.91666666700007
B000118,2/26/03,32.42S,152.58333333,BLACK MARLIN,0.0,70.0,-32.66666667,152.58333333300004
B034871,3/22/13,32.33S,152.41666667,BLACK MARLIN,180.0,50.0,-32.58333333,152.41666666700007
B001959,3/20/04,33.34S,151.58333333,STRIPED MARLIN,0.0,95.0,-33.58333333,151.58333333300004
B081115,2/23/18,33.04S,152.58333333,BLUE MARLIN,230.0,110.0,-33.08333333,152.58333333300004
S251585,9/21/13,32.55S,152.08333333,MAKO SHARK,200.0,30.0,-32.91666667,152.08333333300004
B020641,9/4/06,19.11S,147.58333333,BLACK MARLIN,0.0,20.0,-19.16666667,147.58333333300004
B013085,1/14/07,27.34S,153.5,BLACK MARLIN,150.0,30.0,-27.58333333,153.5000000000001
B033271,7/30/08,17.52S,122.16666667,SAILFISH,220.0,15.0,-17.83333333,122.16666666700007
A405565,5/4/01,33.46S,151.41666667,DOLPHINFISH,52.0,0.0,-33.75,151.41666666700007
A539847,5/2/10,35.23S,136.08333333,SOUTHERN BLUEFIN TUNA,82.0,11.4,-35.41666667,136.08333333300004
b010937,6/14/08,20.25S,116.58333333,SAILFISH,200.0,17.0,-20.41666667,116.58333333300004
S171624,10/19/01,26.31S,153.5,SAILFISH,200.0,35.0,-26.5,153.5000000000001
A390197,2/1/08,35.22S,150.83333333,YELLOWFIN TUNA,70.0,7.0,-35.33333333,150.83333333300004
B196450,1/26/23,32.30S,152.58333333,BLACK MARLIN,0.0,20.0,-32.5,152.58333333300004
A616866,12/27/18,35.09S,136.41666667,SOUTHERN BLUEFIN TUNA,110.0,20.0,-35.16666667,136.41666666700007
A494629,2/16/13,41.12S,148.66666667,ALBACORE,60.0,4.0,-41.16666667,148.66666666700007
A535261,3/28/10,6.45S,147.33333333,SPANISH MACKEREL,70.0,2.0,-6.75,147.33333333300004
A366709,4/10/01,29.01S,113.66666667,BLUE MARLIN,244.0,150.0,-29.0,113.66666666700007
B006362,3/13/08,21.53S,113.75,BLACK MARLIN,210.0,80.0,-21.91666667,113.75000000000011
A390194,11/25/06,35.11S,151.08333333,YELLOWFIN TUNA,0.0,6.0,-35.16666667,151.08333333300004
A410716,8/4/02,30.18S,153.41666667,YELLOWFIN TUNA,0.0,30.0,-30.33333333,153.41666666700007
B026500,2/21/20,33.01S,152.41666667,STRIPED MARLIN,0.0,65.0,-33.0,152.41666666700007
A510341,10/18/15,37.04S,139.16666667,SOUTHERN BLUEFIN TUNA,160.0,90.0,-37.08333333,139.16666666700007
S153605,2/12/05,30.53S,153.08333333,BLACK MARLIN,160.0,45.0,-30.91666667,153.08333333300004
B097837,3/12/14,21.49S,113.83333333,BLACK MARLIN,160.0,30.0,-21.83333333,113.83333333300004
B013066,4/15/07,27.02S,153.58333333,BLUE MARLIN,0.0,120.0,-27.0,153.58333333300004
B109925,10/21/18,20.01S,148.83333333,SAILFISH,180.0,45.0,-20.0,148.83333333300004
A646980,4/16/22,38.31S,142.08333333,SOUTHERN BLUEFIN TUNA,100.0,24.0,-38.5,142.08333333300004
A290583,11/9/08,35.11S,151.08333333,ALBACORE,0.0,5.0,-35.16666667,151.08333333300004
D001927,4/17/05,33.44S,151.41666667,DOLPHINFISH,0.0,2.0,-33.75,151.41666666700007
B123564,5/28/17,32.33S,152.41666667,BLACK MARLIN,165.0,35.0,-32.58333333,152.41666666700007
A616863,12/23/18,35.40S,138.5,SOUTHERN BLUEFIN TUNA,70.0,8.0,-35.66666667,138.5000000000001
S274389,10/9/21,34.51S,138.41666667,WHALER SHARK,280.0,250.0,-34.83333333,138.41666666700007
A488902,3/20/10,42.31S,148.41666667,ALBACORE,60.0,3.0,-42.5,148.41666666700007
A462614,12/27/06,32.04S,115.25,SOUTHERN BLUEFIN TUNA,45.0,3.5,-32.08333333,115.25000000000011
B058521,7/15/13,17.27S,122.08333333,SAILFISH,160.0,15.0,-17.41666667,122.08333333300004
A440968,3/4/05,26.55S,153.5,WAHOO,120.0,8.0,-26.91666667,153.5000000000001
B095504,2/1/14,33.15S,152.25,BLACK MARLIN,170.0,0.0,-33.25,152.2500000000001
B181383,2/4/23,32.33S,152.41666667,BLACK MARLIN,0.0,30.0,-32.58333333,152.41666666700007
B000122,10/20/03,14.50S,145.66666667,BLACK MARLIN,0.0,320.0,-14.83333333,145.66666666700007
A510344,1/26/17,34.29S,135.33333333,SOUTHERN BLUEFIN TUNA,115.0,14.0,-34.5,135.33333333300004
A596770,2/13/16,34.48S,134.66666667,SOUTHERN BLUEFIN TUNA,96.0,19.0,-34.83333333,134.66666666700007
A545384,3/13/16,41.18S,148.58333333,ALBACORE,60.0,9.0,-41.33333333,148.58333333300004
A399568,8/4/01,20.07S,116.41666667,SPANISH MACKEREL,90.0,6.0,-20.08333333,116.41666666700007
B005541,2/18/05,26.36S,153.25,BLACK MARLIN,0.0,30.0,-26.58333333,153.2500000000001
A455511,11/8/08,35.11S,151.08333333,ALBACORE,30.0,2.0,-35.16666667,151.08333333300004
B126049,1/13/17,31.21S,153.16666667,BLUE MARLIN,200.0,90.0,-31.33333333,153.16666666700007
B181387,2/4/23,32.33S,152.41666667,BLACK MARLIN,0.0,30.0,-32.58333333,152.41666666700007
A656760,1/24/22,35.39S,138.5,SOUTHERN BLUEFIN TUNA,75.0,8.8,-35.66666667,138.5000000000001
B143276,10/31/17,11.34S,129.91666667,SAILFISH,195.0,0.0,-11.58333333,129.91666666700007
A558363,3/20/22,12.43S,130.33333333,LONGTAIL TUNA,64.0,5.0,-12.75,130.33333333300004
A539844,5/2/10,35.23S,136.08333333,SOUTHERN BLUEFIN TUNA,73.0,8.2,-35.41666667,136.08333333300004
A426616,5/21/17,35.29S,136.75,SOUTHERN BLUEFIN TUNA,71.0,7.5,-35.5,136.7500000000001
B043981,8/15/13,12.58S,141.25,SAILFISH,0.0,15.0,-13.0,141.2500000000001
A455069,3/31/06,37.03S,150.33333333,YELLOWFIN TUNA,67.0,0.0,-37.08333333,150.33333333300004
B077171,11/18/17,4.26S,152.66666667,BLUE MARLIN,0.0,130.0,-4.41666667,152.66666666700007
S179542,10/17/04,33.54S,152.25,MAKO SHARK,140.0,45.0,-33.91666667,152.2500000000001
B014811,3/18/07,35.22S,150.83333333,STRIPED MARLIN,250.0,100.0,-35.33333333,150.83333333300004
A413003,2/13/05,34.04S,151.33333333,DOLPHINFISH,58.0,2.0,-34.08333333,151.33333333300004
B037986,2/21/08,32.55S,152.58333333,STRIPED MARLIN,0.0,75.0,-32.91666667,152.58333333300004
B041316,4/16/09,33.02S,152.5,BLUE MARLIN,230.0,120.0,-33.0,152.5000000000001
B146571,3/3/18,26.36S,153.5,BLACK MARLIN,130.0,30.0,-26.58333333,153.5000000000001
S274482,1/25/21,32.43S,152.25,WHALER SHARK,287.0,0.0,-32.75,152.2500000000001
A628997,10/12/19,20.35S,150.16666667,SPANISH MACKEREL,100.0,9.0,-20.58333333,150.16666666700007
A528570,4/17/10,32.08S,115.16666667,SOUTHERN BLUEFIN TUNA,40.0,2.0,-32.16666667,115.16666666700007
S141096,1/22/05,36.26S,150.5,YELLOWFIN TUNA,80.0,4.0,-36.41666667,150.5000000000001
B041714,1/31/09,33.13S,152.33333333,STRIPED MARLIN,0.0,80.0,-33.25,152.33333333300004
B104465,1/1/16,33.01S,152.41666667,STRIPED MARLIN,210.0,70.0,-33.0,152.41666666700007
B001535,10/23/03,14.50S,145.66666667,BLACK MARLIN,304.8,158.76,-14.83333333,145.66666666700007
A436304,2/24/06,27.29S,153.58333333,YELLOWFIN TUNA,0.0,3.5,-27.5,153.58333333300004
B129464,3/17/20,21.46S,114.5,BLACK MARLIN,225.0,100.0,-21.75,114.50000000000011
A558348,12/21/12,13.42S,136.5,SPANISH MACKEREL,75.0,3.0,-13.66666667,136.5000000000001
B061213,3/27/10,26.37S,153.25,SAILFISH,215.0,40.0,-26.58333333,153.2500000000001
A498738,11/8/08,35.12S,151.08333333,ALBACORE,0.0,8.0,-35.16666667,151.08333333300004
B005182,2/6/06,33.04S,152.5,BLACK MARLIN,0.0,60.0,-33.08333333,152.5000000000001
A426619,5/21/17,35.29S,136.75,SOUTHERN BLUEFIN TUNA,68.0,6.6,-35.5,136.7500000000001
A473707,4/7/12,20.28S,116.58333333,COBIA,60.0,3.0,-20.5,116.58333333300004
B023834,5/30/07,23.19S,113.66666667,BLACK MARLIN,225.0,110.0,-23.33333333,113.66666666700007
S102155,2/26/05,33.05S,151.83333333,BLACK MARLIN,150.0,30.0,-33.08333333,151.83333333300004
A602018,4/1/17,35.18S,135.58333333,SOUTHERN BLUEFIN TUNA,81.0,11.0,-35.33333333,135.58333333300004
B019735,8/25/07,19.11S,147.58333333,BLACK MARLIN,160.0,30.0,-19.16666667,147.58333333300004
B001550,9/7/03,18.03S,146.58333333,SAILFISH,0.0,15.0,-18.08333333,146.58333333300004
S141122,3/14/07,38.30S,142.5,BLUE SHARK,150.0,40.0,-38.5,142.5000000000001
A473700,8/4/12,20.40S,116.5,LONGTAIL TUNA,92.0,9.0,-20.66666667,116.50000000000011
B071050,1/25/15,26.54S,153.41666667,BLACK MARLIN,150.0,30.0,-26.91666667,153.41666666700007
S166742,2/24/01,33.04S,152.5,STRIPED MARLIN,0.0,80.0,-33.08333333,152.5000000000001
B190186,2/7/23,32.30S,152.41666667,BLACK MARLIN,0.0,15.0,-32.5,152.41666666700007
A548246,4/24/21,43.07S,148.08333333,SOUTHERN BLUEFIN TUNA,100.0,17.0,-43.08333333,148.08333333300004
A591131,6/29/16,38.32S,142.25,SOUTHERN BLUEFIN TUNA,74.0,14.0,-38.5,142.2500000000001
A399565,8/4/01,20.07S,116.41666667,SPANISH MACKEREL,85.0,6.0,-20.08333333,116.41666666700007
A577245,8/4/13,20.22S,116.83333333,COBIA,72.0,3.0,-20.33333333,116.83333333300004
B024007,8/18/09,17.38S,122.08333333,SAILFISH,200.0,20.0,-17.66666667,122.08333333300004
B113319,1/25/15,26.54S,153.41666667,BLACK MARLIN,150.0,15.0,-26.91666667,153.41666666700007
B014808,1/19/07,35.53S,150.5,STRIPED MARLIN,0.0,100.0,-35.91666667,150.5000000000001
B126052,2/9/18,35.22S,150.75,STRIPED MARLIN,150.0,50.0,-35.33333333,150.7500000000001
A413006,2/13/05,34.04S,151.33333333,DOLPHINFISH,50.0,1.0,-34.08333333,151.33333333300004
B119687,12/18/16,21.53S,113.83333333,BLUE MARLIN,230.0,120.0,-21.91666667,113.83333333300004
B031096,1/6/09,06.50S,147.75,BLUE MARLIN,0.0,80.0,-6.83333333,147.7500000000001
B114195,7/27/15,17.37S,122.0,SAILFISH,190.0,15.0,-17.58333333,122.00000000000011
B036800,2/27/08,32.59S,152.5,STRIPED MARLIN,0.0,45.0,-33.0,152.5000000000001
B060731,3/1/15,32.40S,152.25,BLACK MARLIN,160.0,35.0,-32.66666667,152.2500000000001
A455066,3/31/06,37.03S,150.33333333,YELLOWFIN TUNA,70.0,0.0,-37.08333333,150.33333333300004
A411380,5/1/04,43.47S,147.0,SOUTHERN BLUEFIN TUNA,133.0,55.0,-43.75,147.0000000000001
A455514,11/8/08,35.11S,151.08333333,ALBACORE,50.0,4.0,-35.16666667,151.08333333300004
B142946,3/11/18,32.23S,152.58333333,BLACK MARLIN,0.0,50.0,-32.41666667,152.58333333300004
A589952,5/31/15,20.54S,149.33333333,SPANISH MACKEREL,65.0,2.5,-20.91666667,149.33333333300004
B093730,11/28/15,14.27S,136.25,BLACK MARLIN,160.0,20.0,-14.41666667,136.2500000000001
A484601,2/24/08,32.42S,152.41666667,DOLPHINFISH,72.0,0.0,-32.66666667,152.41666666700007
A448646,4/11/09,38.24S,140.75,ALBACORE,0.0,6.0,-38.41666667,140.7500000000001
B098538,3/8/14,21.47S,114.0,BLACK MARLIN,120.0,20.0,-21.75,114.00000000000011
B166016,9/8/19,12.53S,141.33333333,SAILFISH,180.0,20.0,-12.91666667,141.33333333300004
A629516,5/12/21,43.01S,148.08333333,SOUTHERN BLUEFIN TUNA,82.0,12.0,-43.0,148.08333333300004
B161365,12/11/20,21.50S,113.33333333,BLUE MARLIN,250.0,140.0,-21.83333333,113.33333333300004
B008948,12/12/08,27.56S,153.41666667,BLACK MARLIN,140.0,15.0,-27.91666667,153.41666666700007
A336678,3/31/01,33.17S,151.66666667,DOLPHINFISH,0.0,2.0,-33.25,151.66666666700007
B054143,2/25/12,32.59S,152.5,BLACK MARLIN,0.0,100.0,-33.0,152.5000000000001
A589956,10/27/15,19.57S,148.83333333,LONGTAIL TUNA,60.0,4.0,-19.91666667,148.83333333300004
A628981,10/25/19,19.58S,148.83333333,LONGTAIL TUNA,55.0,4.0,-20.0,148.83333333300004
A578644,5/24/14,38.18S,140.5,SOUTHERN BLUEFIN TUNA,87.0,10.0,-38.33333333,140.5000000000001
B031090,3/25/07,7.20S,147.25,BLUE MARLIN,220.0,80.0,-7.33333333,147.2500000000001
A484593,1/27/08,33.32S,152.0,DOLPHINFISH,0.0,7.0,-33.5,152.0000000000001
A516756,1/15/10,31.22S,153.16666667,DOLPHINFISH,110.0,15.0,-31.33333333,153.16666666700007
B055267,3/6/11,33.03S,152.41666667,STRIPED MARLIN,0.0,70.0,-33.08333333,152.41666666700007
B190180,3/2/23,32.33S,152.41666667,BLACK MARLIN,0.0,27.0,-32.58333333,152.41666666700007
A448643,5/7/08,38.28S,140.66666667,SOUTHERN BLUEFIN TUNA,105.0,18.0,-38.5,140.66666666700007
B200463,8/4/23,20.50S,115.66666667,SAILFISH,190.0,20.0,-20.83333333,115.66666666700007
S156064,2/14/03,34.26S,151.16666667,HAMMERHEAD SHARK,120.0,20.0,-34.41666667,151.16666666700007
A507486,4/10/10,33.46S,152.0,YELLOWFIN TUNA,100.0,20.0,-33.75,152.0000000000001
B095806,1/27/14,33.02S,152.5,BLACK MARLIN,0.0,45.0,-33.0,152.5000000000001
A383304,2/26/01,33.01S,152.25,DOLPHINFISH,39.0,0.0,-33.0,152.2500000000001
A627536,4/9/22,35.18S,135.58333333,SOUTHERN BLUEFIN TUNA,77.0,9.5,-35.33333333,135.58333333300004
A565071,1/26/15,35.10S,136.08333333,SOUTHERN BLUEFIN TUNA,78.0,9.9,-35.16666667,136.08333333300004
B026818,10/24/10,26.39S,153.33333333,SAILFISH,200.0,50.0,-26.66666667,153.33333333300004
B115930,2/1/16,36.21S,150.33333333,STRIPED MARLIN,0.0,80.0,-36.33333333,150.33333333300004
B004929,1/24/09,34.05S,151.33333333,BLACK MARLIN,0.0,55.0,-34.08333333,151.33333333300004
B011260,9/13/08,16.52S,146.0,BLACK MARLIN,0.0,0.0,-16.83333333,146.0000000000001
A546073,3/31/18,41.18S,148.66666667,ALBACORE,72.0,5.0,-41.33333333,148.66666666700007
A472399,7/30/10,20.25S,116.41666667,SPANISH MACKEREL,110.0,10.0,-20.41666667,116.41666666700007
B110143,11/6/15,24.46S,153.33333333,BLACK MARLIN,0.0,10.0,-24.75,153.33333333300004
B116510,6/24/15,24.40S,153.33333333,BLACK MARLIN,80.0,3.0,-24.66666667,153.33333333300004
B017063,12/17/11,32.51S,152.58333333,STRIPED MARLIN,0.0,70.0,-32.83333333,152.58333333300004
